"no","code","description","function","authorization"
"5","PUR006","Min/Max Menu","Min/Max Errors Purge Extract","PRODOBJ"
"5","PUR006","Min/Max Menu","Min/Max Errors Purge Extract","PROGRAMMER"
"5","PUR006","Min/Max Menu","Min/Max Errors Purge Extract","PURSUPR"
"6","PUR006","Min/Max Menu","Bill of Materials","FPROGRAMMR"
"6","PUR006","Min/Max Menu","Bill of Materials","FPURSUPR"
"6","PUR006","Min/Max Menu","Bill of Materials","PRODOBJ"
"6","PUR006","Min/Max Menu","Bill of Materials","PROGRAMMER"
"6","PUR006","Min/Max Menu","Bill of Materials","PURSUPR"
"7","PUR006","Min/Max Menu","Min/Max Part Override Report","FPROGRAMMR"
"7","PUR006","Min/Max Menu","Min/Max Part Override Report","FPURSUPR"
"7","PUR006","Min/Max Menu","Min/Max Part Override Report","PRODOBJ"
"7","PUR006","Min/Max Menu","Min/Max Part Override Report","PROGRAMMER"
"7","PUR006","Min/Max Menu","Min/Max Part Override Report","PURSUPR"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","CORPACCTCK"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","CORPACCTV"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","DATAADMIN"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FCORPACCTC"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FCORPACCTV"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FDATAADMIN"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FOESUPR"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FPROGRAMMR"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FPURSPEC"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FPURSUPR"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FPURSUPR2"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FTEMPGRP"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FWHSMNGWAN"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FWHSMNGWAV"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","FWHSRETURN"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","OESUPR"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","PROGRAMMER"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","PURSPEC"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","PURSUPR"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","PURSUPR2"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","TEMPGRP"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","WHSMNGWAND"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","WHSMNGWAVE"
"8","PUR006","Min/Max Menu","Blanket PO Threshold Inquiry","WHSRETURNS"
"9","PUR006","Min/Max Menu","BOM Build Inquiry","FPROGRAMMR"
"9","PUR006","Min/Max Menu","BOM Build Inquiry","FPURSUPR"
"9","PUR006","Min/Max Menu","BOM Build Inquiry","PRODOBJ"
"9","PUR006","Min/Max Menu","BOM Build Inquiry","PROGRAMMER"
"9","PUR006","Min/Max Menu","BOM Build Inquiry","PURSUPR"
"10","PUR006","Min/Max Menu","DCEI Forecast Exception Report","FPROGRAMMR"
"10","PUR006","Min/Max Menu","DCEI Forecast Exception Report","FPURSUPR"
"10","PUR006","Min/Max Menu","DCEI Forecast Exception Report","PROGRAMMER"
"10","PUR006","Min/Max Menu","DCEI Forecast Exception Report","PURSUPR"
"11","PUR006","Min/Max Menu","DCEI Forecast Wkly Bucket Day","FPROGRAMMR"
"11","PUR006","Min/Max Menu","DCEI Forecast Wkly Bucket Day","FPURSUPR"
"11","PUR006","Min/Max Menu","DCEI Forecast Wkly Bucket Day","PROGRAMMER"
"11","PUR006","Min/Max Menu","DCEI Forecast Wkly Bucket Day","PURSUPR"
"1","RFW001","RF Menu","Vary RF Wands","CONFIG"
"1","RFW001","RF Menu","Vary RF Wands","CONFIGIND"
"1","RFW001","RF Menu","Vary RF Wands","FCONFIG"
"1","RFW001","RF Menu","Vary RF Wands","FPROGRAMMR"
"1","RFW001","RF Menu","Vary RF Wands","FRETFLOOR"
"1","RFW001","RF Menu","Vary RF Wands","FTCMANAGER"
"1","RFW001","RF Menu","Vary RF Wands","FWHSCFGTEC"
"1","RFW001","RF Menu","Vary RF Wands","FWHSCFGUSR"
"1","RFW001","RF Menu","Vary RF Wands","FWHSEFLOOR"
"1","RFW001","RF Menu","Vary RF Wands","FWHSLEAD"
"1","RFW001","RF Menu","Vary RF Wands","FWHSMNGWAN"
"1","RFW001","RF Menu","Vary RF Wands","FWHSMNGWAV"
"1","RFW001","RF Menu","Vary RF Wands","FWHSRETURN"
"1","RFW001","RF Menu","Vary RF Wands","FWHSSUPVR"
"1","RFW001","RF Menu","Vary RF Wands","PROGRAMMER"
"1","RFW001","RF Menu","Vary RF Wands","RETFLOOR"
"1","RFW001","RF Menu","Vary RF Wands","TCMANAGER1"
"1","RFW001","RF Menu","Vary RF Wands","WHSCFGTECH"
"1","RFW001","RF Menu","Vary RF Wands","WHSCFGUSER"
"1","RFW001","RF Menu","Vary RF Wands","WHSEFLOOR"
"1","RFW001","RF Menu","Vary RF Wands","WHSEOFFICE"
"1","RFW001","RF Menu","Vary RF Wands","WHSLEAD"
"1","RFW001","RF Menu","Vary RF Wands","WHSMNGWAND"
"1","RFW001","RF Menu","Vary RF Wands","WHSMNGWAVE"
"1","RFW001","RF Menu","Vary RF Wands","WHSRETURNS"
"1","RFW001","RF Menu","Vary RF Wands","WHSSUPVR"
"2","RFW001","RF Menu","Transfer Out","FINVMNGT"
"2","RFW001","RF Menu","Transfer Out","FINVMNGT2"
"2","RFW001","RF Menu","Transfer Out","FINVSUPR"
"2","RFW001","RF Menu","Transfer Out","FPROGRAMMR"
"2","RFW001","RF Menu","Transfer Out","FWHSLEAD"
"2","RFW001","RF Menu","Transfer Out","FWHSMNGT"
"2","RFW001","RF Menu","Transfer Out","FWHSMNGWAN"
"2","RFW001","RF Menu","Transfer Out","FWHSMNGWAV"
"2","RFW001","RF Menu","Transfer Out","FWHSRETURN"
"2","RFW001","RF Menu","Transfer Out","FWHSSUPVR"
"2","RFW001","RF Menu","Transfer Out","INVMNGT"
"2","RFW001","RF Menu","Transfer Out","INVMNGT2"
"2","RFW001","RF Menu","Transfer Out","INVSUPR"
"2","RFW001","RF Menu","Transfer Out","PROGRAMMER"
"2","RFW001","RF Menu","Transfer Out","WHSLEAD"
"2","RFW001","RF Menu","Transfer Out","WHSMNGT"
"2","RFW001","RF Menu","Transfer Out","WHSMNGWAND"
"2","RFW001","RF Menu","Transfer Out","WHSMNGWAVE"
"2","RFW001","RF Menu","Transfer Out","WHSRETURNS"
"2","RFW001","RF Menu","Transfer Out","WHSSUPVR"
"3","RFW001","RF Menu","Transfer In","FINVMNGT"
"3","RFW001","RF Menu","Transfer In","FINVMNGT2"
"3","RFW001","RF Menu","Transfer In","FINVSUPR"
"3","RFW001","RF Menu","Transfer In","FPROGRAMMR"
"3","RFW001","RF Menu","Transfer In","FRETFLOOR"
"3","RFW001","RF Menu","Transfer In","FWHSLEAD"
"3","RFW001","RF Menu","Transfer In","FWHSMNGT"
"3","RFW001","RF Menu","Transfer In","FWHSMNGWAN"
"3","RFW001","RF Menu","Transfer In","FWHSMNGWAV"
"3","RFW001","RF Menu","Transfer In","FWHSRETURN"
"3","RFW001","RF Menu","Transfer In","FWHSSUPVR"
"3","RFW001","RF Menu","Transfer In","INVMNGT"
"3","RFW001","RF Menu","Transfer In","INVMNGT2"
"3","RFW001","RF Menu","Transfer In","INVSUPR"
"3","RFW001","RF Menu","Transfer In","PROGRAMMER"
"3","RFW001","RF Menu","Transfer In","RETFLOOR"
"3","RFW001","RF Menu","Transfer In","WHSLEAD"
"3","RFW001","RF Menu","Transfer In","WHSMNGT"
"3","RFW001","RF Menu","Transfer In","WHSMNGWAND"
"3","RFW001","RF Menu","Transfer In","WHSMNGWAVE"
"3","RFW001","RF Menu","Transfer In","WHSRETURNS"
"3","RFW001","RF Menu","Transfer In","WHSSUPVR"
"4","RFW001","RF Menu","Replenish Request","FPROGRAMMR"
"4","RFW001","RF Menu","Replenish Request","PROGRAMMER"
"5","RFW001","RF Menu","Replenish Fill","FPROGRAMMR"
"5","RFW001","RF Menu","Replenish Fill","PROGRAMMER"
"6","RFW001","RF Menu","""Transfer"" Maint","FPROGRAMMR"
"6","RFW001","RF Menu","""Transfer"" Maint","PROGRAMMER"
"7","RFW001","RF Menu","Warehouse Location Inquiry","FPROGRAMMR"
"7","RFW001","RF Menu","Warehouse Location Inquiry","PROGRAMMER"
"8","RFW001","RF Menu","Asset Tags Capture","CONFIG"
"8","RFW001","RF Menu","Asset Tags Capture","CONFIGIND"
"8","RFW001","RF Menu","Asset Tags Capture","FCONFIG"
"8","RFW001","RF Menu","Asset Tags Capture","FPROGRAMMR"
"8","RFW001","RF Menu","Asset Tags Capture","FTCMANAGER"
"8","RFW001","RF Menu","Asset Tags Capture","FWHSCFGTEC"
"8","RFW001","RF Menu","Asset Tags Capture","FWHSCFGUSR"
"8","RFW001","RF Menu","Asset Tags Capture","PROGRAMMER"
"8","RFW001","RF Menu","Asset Tags Capture","TCMANAGER1"
"8","RFW001","RF Menu","Asset Tags Capture","WHSCFGTECH"
"8","RFW001","RF Menu","Asset Tags Capture","WHSCFGUSER"
"9","RFW001","RF Menu","Shipment Exception (RF Mode)","FINVMNGT"
"9","RFW001","RF Menu","Shipment Exception (RF Mode)","FINVMNGT2"
"9","RFW001","RF Menu","Shipment Exception (RF Mode)","FPROGRAMMR"
"9","RFW001","RF Menu","Shipment Exception (RF Mode)","FWHSMNGT"
"9","RFW001","RF Menu","Shipment Exception (RF Mode)","INVMNGT"
"9","RFW001","RF Menu","Shipment Exception (RF Mode)","INVMNGT2"
"9","RFW001","RF Menu","Shipment Exception (RF Mode)","PROGRAMMER"
"9","RFW001","RF Menu","Shipment Exception (RF Mode)","WHSMNGT"
"1","RF0001","RFID Menu","RFID Control File Maintenance","FINVMNGT"
"1","RF0001","RFID Menu","RFID Control File Maintenance","FINVMNGT2"
"1","RF0001","RFID Menu","RFID Control File Maintenance","FPROGRAMMR"
"1","RF0001","RFID Menu","RFID Control File Maintenance","FWHSLEAD"
"1","RF0001","RFID Menu","RFID Control File Maintenance","FWHSMNGT"
"1","RF0001","RFID Menu","RFID Control File Maintenance","FWHSMNGWAV"
"1","RF0001","RFID Menu","RFID Control File Maintenance","FWHSSUPVR"
"1","RF0001","RFID Menu","RFID Control File Maintenance","INVMNGT"
"1","RF0001","RFID Menu","RFID Control File Maintenance","INVMNGT2"
"1","RF0001","RFID Menu","RFID Control File Maintenance","PROGRAMMER"
"1","RF0001","RFID Menu","RFID Control File Maintenance","WHSLEAD"
"1","RF0001","RFID Menu","RFID Control File Maintenance","WHSMNGT"
"1","RF0001","RFID Menu","RFID Control File Maintenance","WHSMNGWAVE"
"1","RF0001","RFID Menu","RFID Control File Maintenance","WHSSUPVR"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","FINVMNGT"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","FINVMNGT2"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","FPROGRAMMR"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","FWHSLEAD"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","FWHSMNGT"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","FWHSMNGWAV"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","FWHSSUPVR"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","INVMNGT"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","INVMNGT2"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","PROGRAMMER"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","WHSLEAD"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","WHSMNGT"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","WHSMNGWAVE"
"2","RF0001","RFID Menu","RFID Ship Lbl Printer Setup","WHSSUPVR"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","FINVMNGT"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","FINVMNGT2"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","FPROGRAMMR"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","FWHSEFLOOR"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","FWHSLEAD"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","FWHSMNGT"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","FWHSMNGWAV"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","FWHSSUPVR"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","INVMNGT"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","INVMNGT2"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","PROGRAMMER"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","WHSEFLOOR"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","WHSLEAD"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","WHSMNGT"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","WHSMNGWAVE"
"5","RF0001","RFID Menu","RFID Banded Pallet Scan","WHSSUPVR"
"80","RF0001","RFID Menu","Printer/Message Control","FINVMNGT"
"80","RF0001","RFID Menu","Printer/Message Control","FINVMNGT2"
"80","RF0001","RFID Menu","Printer/Message Control","FPROGRAMMR"
"80","RF0001","RFID Menu","Printer/Message Control","FWHSEFLOOR"
"80","RF0001","RFID Menu","Printer/Message Control","FWHSLEAD"
"80","RF0001","RFID Menu","Printer/Message Control","FWHSMNGT"
"80","RF0001","RFID Menu","Printer/Message Control","FWHSMNGWAV"
"80","RF0001","RFID Menu","Printer/Message Control","FWHSSUPVR"
"80","RF0001","RFID Menu","Printer/Message Control","INVMNGT"
"80","RF0001","RFID Menu","Printer/Message Control","INVMNGT2"
"80","RF0001","RFID Menu","Printer/Message Control","PROGRAMMER"
"80","RF0001","RFID Menu","Printer/Message Control","WHSEFLOOR"
"80","RF0001","RFID Menu","Printer/Message Control","WHSLEAD"
"80","RF0001","RFID Menu","Printer/Message Control","WHSMNGT"
"80","RF0001","RFID Menu","Printer/Message Control","WHSMNGWAVE"
"80","RF0001","RFID Menu","Printer/Message Control","WHSSUPVR"
"90","RF0001","RFID Menu","Sign Off","FINVMNGT"
"90","RF0001","RFID Menu","Sign Off","FINVMNGT2"
"90","RF0001","RFID Menu","Sign Off","FPROGRAMMR"
"90","RF0001","RFID Menu","Sign Off","FWHSEFLOOR"
"90","RF0001","RFID Menu","Sign Off","FWHSLEAD"
"90","RF0001","RFID Menu","Sign Off","FWHSMNGT"
"90","RF0001","RFID Menu","Sign Off","FWHSMNGWAV"
"90","RF0001","RFID Menu","Sign Off","FWHSSUPVR"
"90","RF0001","RFID Menu","Sign Off","INVMNGT"
"90","RF0001","RFID Menu","Sign Off","INVMNGT2"
"90","RF0001","RFID Menu","Sign Off","PROGRAMMER"
"90","RF0001","RFID Menu","Sign Off","WHSEFLOOR"
"90","RF0001","RFID Menu","Sign Off","WHSLEAD"
"90","RF0001","RFID Menu","Sign Off","WHSMNGT"
"90","RF0001","RFID Menu","Sign Off","WHSMNGWAVE"
"90","RF0001","RFID Menu","Sign Off","WHSSUPVR"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","ACCTSUPR"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","DATAADMIN"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","FACCTSUPR"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","FDATAADMIN"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","FPROGRAMMR"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","FPURSPEC"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","FPURSUPR"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","FPURSUPR2"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","FVISTASUP"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","ITVISTASUP"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","PROGRAMMER"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","PURSPEC"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","PURSUPR"
"1","ROHS00","RoHS Menu","Item Compliant Maintenance","PURSUPR2"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","ACCTSUPR"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","DATAADMIN"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FACCTSUPR"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FDATAADMIN"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FPROGRAMMR"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FPSGORDOP1"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FPSGORDOP2"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FPURSPEC"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FPURSUPR"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FPURSUPR2"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","FVISTASUP"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","ITVISTASUP"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","PROGRAMMER"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","PSGORDOPS1"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","PSGORDOPS2"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","PURSPEC"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","PURSUPR"
"2","ROHS00","RoHS Menu","RoHS Update Exception File","PURSUPR2"
"3","ROHS00","RoHS Menu","RoHS Country/State Maintenance","DATAADMIN"
"3","ROHS00","RoHS Menu","RoHS Country/State Maintenance","FDATAADMIN"
"3","ROHS00","RoHS Menu","RoHS Country/State Maintenance","FPROGRAMMR"
"3","ROHS00","RoHS Menu","RoHS Country/State Maintenance","FVISTASUP"
"3","ROHS00","RoHS Menu","RoHS Country/State Maintenance","ITVISTASUP"
"3","ROHS00","RoHS Menu","RoHS Country/State Maintenance","PROGRAMMER"
"4","ROHS00","RoHS Menu","RoHS Product List","ACCTSUPR"
"4","ROHS00","RoHS Menu","RoHS Product List","DATAADMIN"
"4","ROHS00","RoHS Menu","RoHS Product List","FACCTSUPR"
"4","ROHS00","RoHS Menu","RoHS Product List","FDATAADMIN"
"4","ROHS00","RoHS Menu","RoHS Product List","FPROGRAMMR"
"4","ROHS00","RoHS Menu","RoHS Product List","FPSGORDOPS"
"4","ROHS00","RoHS Menu","RoHS Product List","FPSGORDOP1"
"4","ROHS00","RoHS Menu","RoHS Product List","FPSGORDOP2"
"4","ROHS00","RoHS Menu","RoHS Product List","FPURSUPR"
"4","ROHS00","RoHS Menu","RoHS Product List","FVISTASUP"
"4","ROHS00","RoHS Menu","RoHS Product List","ITVISTASUP"
"4","ROHS00","RoHS Menu","RoHS Product List","PROGRAMMER"
"4","ROHS00","RoHS Menu","RoHS Product List","PSGORDOPS"
"4","ROHS00","RoHS Menu","RoHS Product List","PSGORDOPS1"
"4","ROHS00","RoHS Menu","RoHS Product List","PSGORDOPS2"
"4","ROHS00","RoHS Menu","RoHS Product List","PURSUPR"
"5","ROHS00","RoHS Menu","Prop65 Item Selection Maint.","DATAADMIN"
"5","ROHS00","RoHS Menu","Prop65 Item Selection Maint.","FDATAADMIN"
"5","ROHS00","RoHS Menu","Prop65 Item Selection Maint.","FPURSPEC"
"5","ROHS00","RoHS Menu","Prop65 Item Selection Maint.","FPURSUPR"
"5","ROHS00","RoHS Menu","Prop65 Item Selection Maint.","FPURSUPR2"
"5","ROHS00","RoHS Menu","Prop65 Item Selection Maint.","PURSPEC"
"5","ROHS00","RoHS Menu","Prop65 Item Selection Maint.","PURSUPR"
"5","ROHS00","RoHS Menu","Prop65 Item Selection Maint.","PURSUPR2"
"6","ROHS00","RoHS Menu","RoHS X-Ref File","DATAADMIN"
"6","ROHS00","RoHS Menu","RoHS X-Ref File","FDATAADMIN"
"6","ROHS00","RoHS Menu","RoHS X-Ref File","FPROGRAMMR"
"6","ROHS00","RoHS Menu","RoHS X-Ref File","FVISTASUP"
"6","ROHS00","RoHS Menu","RoHS X-Ref File","ITVISTASUP"
"6","ROHS00","RoHS Menu","RoHS X-Ref File","PROGRAMMER"
"7","ROHS00","RoHS Menu","RoHS State/Province Maint.","DATAADMIN"
"7","ROHS00","RoHS Menu","RoHS State/Province Maint.","FDATAADMIN"
"7","ROHS00","RoHS Menu","RoHS State/Province Maint.","FPROGRAMMR"
"7","ROHS00","RoHS Menu","RoHS State/Province Maint.","FVISTASUP"
"7","ROHS00","RoHS Menu","RoHS State/Province Maint.","ITVISTASUP"
"7","ROHS00","RoHS Menu","RoHS State/Province Maint.","PROGRAMMER"
"10","ROHS00","RoHS Menu","RoHS Manual Upload","DATAADMIN"
"10","ROHS00","RoHS Menu","RoHS Manual Upload","FDATAADMIN"
"10","ROHS00","RoHS Menu","RoHS Manual Upload","FPROGRAMMR"
"10","ROHS00","RoHS Menu","RoHS Manual Upload","FVISTASUP"
"10","ROHS00","RoHS Menu","RoHS Manual Upload","ITVISTASUP"
"10","ROHS00","RoHS Menu","RoHS Manual Upload","PROGRAMMER"
"11","ROHS00","RoHS Menu","RoHS Mass ADD Incl/Excl","DATAADMIN"
"11","ROHS00","RoHS Menu","RoHS Mass ADD Incl/Excl","FDATAADMIN"
"11","ROHS00","RoHS Menu","RoHS Mass ADD Incl/Excl","FPROGRAMMR"
"11","ROHS00","RoHS Menu","RoHS Mass ADD Incl/Excl","FVISTASUP"
"11","ROHS00","RoHS Menu","RoHS Mass ADD Incl/Excl","ITVISTASUP"
"11","ROHS00","RoHS Menu","RoHS Mass ADD Incl/Excl","PROGRAMMER"
"13","ROHS00","RoHS Menu","Import GEJD File on Demand","DATAADMIN"
"13","ROHS00","RoHS Menu","Import GEJD File on Demand","FDATAADMIN"
"13","ROHS00","RoHS Menu","Import GEJD File on Demand","FPROGRAMMR"
"13","ROHS00","RoHS Menu","Import GEJD File on Demand","FVISTASUP"
"13","ROHS00","RoHS Menu","Import GEJD File on Demand","ITVISTASUP"
"13","ROHS00","RoHS Menu","Import GEJD File on Demand","PROGRAMMER"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","ACCTSUPR"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","DATAADMIN"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","FACCTSUPR"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","FDATAADMIN"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","FPROGRAMMR"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","FPSGORDOPS"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","FPSGORDOP1"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","FPSGORDOP2"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","FPURSUPR"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","FVISTASUP"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","ITVISTASUP"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","PROGRAMMER"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","PSGORDOPS"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","PSGORDOPS1"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","PSGORDOPS2"
"15","ROHS00","RoHS Menu","RoHS Discrepancy Report","PURSUPR"
"1","RTN001","Return Center Main Menu","Receive RGA Product","FPROGRAMMR"
"1","RTN001","Return Center Main Menu","Receive RGA Product","FRETFLOOR"
"1","RTN001","Return Center Main Menu","Receive RGA Product","FTRAFFIC"
"1","RTN001","Return Center Main Menu","Receive RGA Product","FTRAFFIC2"
"1","RTN001","Return Center Main Menu","Receive RGA Product","FTRAFFIC5"
"1","RTN001","Return Center Main Menu","Receive RGA Product","FWHSEFLOOR"
"1","RTN001","Return Center Main Menu","Receive RGA Product","FWHSRETURN"
"1","RTN001","Return Center Main Menu","Receive RGA Product","PROGRAMMER"
"1","RTN001","Return Center Main Menu","Receive RGA Product","RETFLOOR"
"1","RTN001","Return Center Main Menu","Receive RGA Product","TRAFFIC"
"1","RTN001","Return Center Main Menu","Receive RGA Product","TRAFFIC2"
"1","RTN001","Return Center Main Menu","Receive RGA Product","TRAFFIC5"
"1","RTN001","Return Center Main Menu","Receive RGA Product","WHSEFLOOR"
"1","RTN001","Return Center Main Menu","Receive RGA Product","WHSRETURNS"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","FPROGRAMMR"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","FRETFLOOR"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","FTRAFFIC"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","FTRAFFIC2"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","FTRAFFIC5"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","FWHSEFLOOR"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","FWHSRETURN"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","PROGRAMMER"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","RETFLOOR"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","TRAFFIC"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","TRAFFIC2"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","TRAFFIC5"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","WHSEFLOOR"
"2","RTN001","Return Center Main Menu","Manage RGA Purchase Orders","WHSRETURNS"
"3","RTN001","Return Center Main Menu","Display PO Detail","FPROGRAMMR"
"3","RTN001","Return Center Main Menu","Display PO Detail","FRETFLOOR"
"3","RTN001","Return Center Main Menu","Display PO Detail","FSTUDENTPR"
"3","RTN001","Return Center Main Menu","Display PO Detail","FTRAFFIC"
"3","RTN001","Return Center Main Menu","Display PO Detail","FTRAFFIC2"
"3","RTN001","Return Center Main Menu","Display PO Detail","FTRAFFIC5"
"3","RTN001","Return Center Main Menu","Display PO Detail","FWHSEFLOOR"
"3","RTN001","Return Center Main Menu","Display PO Detail","FWHSRETURN"
"3","RTN001","Return Center Main Menu","Display PO Detail","PROGRAMMER"
"3","RTN001","Return Center Main Menu","Display PO Detail","RETFLOOR"
"3","RTN001","Return Center Main Menu","Display PO Detail","STUDENTPRF"
"3","RTN001","Return Center Main Menu","Display PO Detail","TRAFFIC"
"3","RTN001","Return Center Main Menu","Display PO Detail","TRAFFIC2"
"3","RTN001","Return Center Main Menu","Display PO Detail","TRAFFIC5"
"3","RTN001","Return Center Main Menu","Display PO Detail","WHSEFLOOR"
"3","RTN001","Return Center Main Menu","Display PO Detail","WHSRETURNS"
"4","RTN001","Return Center Main Menu","Order Inquiry","FPROGRAMMR"
"4","RTN001","Return Center Main Menu","Order Inquiry","FRETFLOOR"
"4","RTN001","Return Center Main Menu","Order Inquiry","FSTUDENTPR"
"4","RTN001","Return Center Main Menu","Order Inquiry","FTRAFFIC"
